Date,91-day Rejection Rate,91-day Wair,182-day Rejection Rate,182-day Wair,364-day Rejection Rate,364-day Wair,91-day Bid-to-cover,182-day Bid-to-cover,364-day Bid-to-cover
2022-06-06,0.0,1.44,0.0,1.8339999999999999,21.52,2.297,4.158,3.004,1.3688
2022-06-13,0.0,1.572,0.0,1.934,20.0,2.325,2.466,2.27,1.2
2022-06-20,38.6,1.7590000000000001,0.0,2.1319999999999997,23.0,2.4539999999999997,2.257,1.164,1.1
2022-06-27,0.0,1.855,21.0,2.4,0.0,2.63,2.9852,1.1,1.35
2022-07-04,0.0,1.908,0.0,2.608,0.0,2.811,3.7346,1.2752,1.542
2022-07-11,0.0,1.876,18.0,2.907,18.8,2.981,4.9126,1.41,1.022
2022-07-18,0.0,2.323,42.0,3.083,0.0,3.258,3.323,1.7776,1.604
2022-07-25,0.0,2.273,0.0,3.143,25.0,3.356,4.1148,2.424,1.23
2022-08-01,0.0,2.09,0.0,3.1879999999999997,0.0,3.4799999999999995,4.8146,2.588,1.2586
2022-08-08,0.0,1.8499999999999999,0.0,3.211,0.0,3.6350000000000002,3.738,3.433,1.582
2022-08-15,0.0,1.8739999999999999,0.0,3.2259999999999995,0.0,3.712,2.922,3.6012,1.5832
2022-08-22,14.000000000000002,2.07,0.0,3.3360000000000003,45.58,3.782,1.654,1.0,1.4442
2022-08-30,100.0,0.0,100.0,0.0,100.0,0.0,1.2206,1.6504,0.5868
2022-09-05,9.139999999999999,2.318,49.5,3.485,100.0,0.0,1.5846,2.1258,1.0202
2022-09-12,100.0,,0.0,3.634,100.0,0.0,0.93,1.995,0.9712
2022-09-19,100.0,,36.76,3.81,100.0,0.0,1.193,1.4246,0.64
2022-09-27,100.0,,33.0,3.9579999999999997,100.0,,0.92,1.8,0.8128
2022-10-04,100.0,,100.0,,100.0,,1.156,0.956,0.7356
2022-10-10,74.6,3.819,46.1,4.415,100.0,,1.516,1.129,0.6162
2022-10-17,100.0,,100.0,,100.0,,1.52,1.1006,0.64
2022-10-24,49.9,4.22,57.99999999999999,4.65,59.019999999999996,4.875,1.66,1.4932,1.0188
2022-11-02,100.0,,100.0,,100.0,,1.697,0.986,0.534
2022-11-07,57.99999999999999,4.35,50.0,4.8,55.319148936170215,5.0,1.87,1.4914,0.94
2022-11-14,0.0,4.4639999999999995,56.00000000000001,4.838,56.25,5.1,2.74,1.4294,0.64
2022-11-21,0.0,4.375,35.0,4.920999999999999,53.73164353248844,5.142,3.4742,1.422,0.9942
2022-11-28,0.0,4.205,57.99999999999999,4.92,37.3134328358209,5.1499999999999995,5.1974,1.156,0.804
2022-12-05,0.0,4.089,0.0,4.95,100.0,,3.8192,0.42,0.798
2023-01-03,0.0,4.154999999999999,0.0,4.903,21.58968850698174,5.24,2.93,2.19,0.931
2023-01-09,0.0,4.232,0.0,4.9590000000000005,5.0,5.393,2.375,1.836,1.388
2023-01-16,0.0,4.25,0.0,4.967,0.0,5.448,3.2642,3.04,2.874
2023-01-23,0.0,4.211,0.0,4.912,0.0,5.428,4.472,3.816,4.1146
2023-01-30,0.0,4.152,0.0,4.875,0.0,5.354,3.316,3.4,5.654
2023-02-06,0.0,4.186,0.0,4.867,0.0,5.292,1.3512,2.03,4.176
2023-02-13,0.0,4.2299999999999995,0.0,4.949,0.0,5.298,1.7712,1.5552,3.11
2023-02-20,28.999999999999996,4.413,10.0,5.06,0.0,5.455,1.466,2.0,2.5976
2023-02-27,100.0,,0.0,5.177,0.0,5.577,0.824,1.892,1.814
2023-03-06,50.9,4.585999999999999,55.00000000000001,5.378,0.0,5.707,1.0344,1.36,1.6314
2023-03-13,24.38,4.664,18.88,5.437,0.0,5.717,1.2182,1.5632,1.5444
2023-03-20,37.36698836921554,4.9110000000000005,26.0,5.556,11.899999999999999,5.864,0.8082,1.394,1.359
2023-03-27,71.44,5.149,57.49999999999999,5.6770000000000005,0.0,5.987,1.2076,1.127,2.3158
2023-04-03,0.0,5.045,44.0,5.6739999999999995,0.0,5.976999999999999,2.788,2.087,1.963
2023-04-11,8.0,5.314,14.000000000000002,5.7,0.0,5.991,1.3488,1.7156,1.8574
2023-04-17,70.0,5.55,31.0,5.811999999999999,15.5,6.0729999999999995,1.04,1.41,1.515
2023-04-24,40.97803939325334,5.869,35.28,5.992999999999999,5.42,6.209,0.8834,1.2292,1.398
2023-05-02,61.7,6.0,100.0,,0.0,6.247,1.015,1.432,1.9776
2023-05-08,38.800000000000004,5.891,39.4,6.109,0.0,6.211,2.0536,2.628,4.3892
2023-05-15,0.0,5.874,0.0,5.991,0.0,6.0280000000000005,2.9284,2.8542,6.1366
2023-05-22,0.0,5.777,0.0,5.898,0.0,5.945,2.8124,4.016,5.3056
2023-05-29,0.0,5.783,0.0,5.8790000000000004,0.0,5.9479999999999995,2.736,3.306,3.7032
2023-06-05,0.0,5.827,0.0,5.891,0.0,5.9799999999999995,1.3178,2.214,1.9988
2023-06-13,20.14165559982293,5.922000000000001,0.0,5.978,0.0,6.062,0.9036,1.544,1.5622
2023-06-19,34.839999999999996,6.029,41.980000000000004,6.081,47.18,6.166,1.1136,1.3072,1.3002
2023-06-26,0.0,6.085999999999999,40.36144578313253,6.144,47.78,6.219,1.3354,0.996,1.1982
2023-07-03,40.92,6.15,42.33261339092873,6.265999999999999,28.1,6.286,1.3168,0.926,1.241
2023-07-10,0.0,5.973,0.0,6.265999999999999,11.66,6.339,2.2256,1.6656,1.6208
2023-07-17,0.0,5.884,0.0,6.095,0.0,6.226,3.5432,2.862,2.5464
2023-07-25,0.0,5.611,0.0,5.8229999999999995,0.0,6.184,5.955,4.563,2.821
2023-07-31,0.0,5.224,0.0,5.789,0.0,6.21,4.1734,2.6618,2.1854
2023-08-07,28.000000000000004,5.598,0.0,5.99,0.0,6.294,3.5018,2.164,1.9466
2023-08-14,0.0,5.704,23.400000000000002,5.945,32.9,6.325,3.2614,2.672,2.2076
2023-08-22,0.0,5.671,0.0,5.986,0.0,6.334,3.6328,2.189,2.7764
2023-08-29,0.0,5.573,0.0,5.992999999999999,0.0,6.297,3.725,2.692,3.408
2023-09-04,0.0,5.552,0.0,5.966,0.0,6.198,2.6484,3.0086,3.855
2023-09-11,0.0,5.575,0.0,5.96,0.0,6.1899999999999995,2.943,3.1966,4.2232
2023-09-18,0.0,5.552,0.0,5.939,0.0,6.0729999999999995,3.274,3.5584,4.3006
2023-09-25,0.0,5.595,0.0,5.968,0.0,6.119,2.009,3.256,2.7394
2023-10-02,0.0,5.698,0.0,6.023,41.68,6.215,2.002,6.6242,1.6916
2023-10-09,4.24,5.806,11.799999999999999,6.115,33.6,6.305,1.3796,1.5292,1.604
2023-10-16,27.26,5.99,33.800000000000004,6.207,0.0,6.388000000000001,1.0274,1.304,1.5428
2023-10-23,0.0,6.149,14.799999999999999,6.329999999999999,0.0,6.479,1.5608,1.092,2.019
2023-10-31,0.0,6.343,21.0,6.462,24.0,6.5920000000000005,1.5672,1.282,1.539
2023-11-06,0.0,6.351999999999999,10.0,6.5360000000000005,25.6,6.590999999999999,2.958,1.4352,2.07
2023-11-13,0.0,6.123,0.0,6.512999999999999,0.0,6.5600000000000005,4.0266,2.1464,3.1152
2023-11-28,0.0,4.753,0.0,5.181,0.0,5.727,8.538333333333334,7.46,6.055
2023-12-04,-40.0,4.9959999999999996,16.666666666666664,5.267,25.374999999999996,5.732,5.1706666666666665,3.0866666666666664,2.49
2024-01-02,0.0,5.140000000000001,-40.0,5.578,0.0,5.829,2.672,2.872,2.445
2024-01-08,-40.0,5.102,-40.0,5.582,0.0,5.973,3.672,3.382,2.321
2024-01-15,0.0,5.226,0.0,5.685,0.0,5.9990000000000006,2.7504,2.612,3.2752
2024-01-22,0.0,5.306,0.0,5.766,0.0,6.037,2.388,2.194,2.415
2024-01-29,0.0,5.398,0.0,5.81,0.0,6.0760000000000005,1.252,2.474,2.8614
2024-02-05,0.0,5.461,0.0,5.861000000000001,0.0,6.075,2.597,2.788,4.116
2024-02-12,-14.399999999999999,5.506,0.0,5.8790000000000004,0.0,6.064,2.144,3.158,3.2545714285714284
2024-02-19,10.0,5.592,0.0,5.9270000000000005,0.0,6.079,1.2144,2.052,2.8224
2024-02-26,0.0,5.71,4.0,5.971,0.0,6.085,1.623,2.482,3.048
2024-03-04,0.0,5.778,0.0,5.995,0.0,6.1,1.8856,2.662,2.832
2024-03-11,0.0,5.772,0.0,5.966,0.0,6.087,2.711,3.5262,3.9044
2024-03-18,0.0,5.744,0.0,5.9159999999999995,0.0,6.033,2.842,2.534,4.073
2024-03-25,0.0,5.71,0.0,5.88,0.0,5.982,3.08,3.1542,3.867
2024-04-01,0.0,5.704,0.0,5.865,0.0,5.965,2.5856,3.252,2.6517142857142857
2024-04-08,0.0,5.772,0.0,5.885,0.0,5.9830000000000005,2.0666,3.0072,2.914
2024-04-15,0.0,5.87,0.0,5.973,0.0,6.0440000000000005,2.1878,2.7264,3.052
2024-04-22,0.0,5.888,0.0,6.002,0.0,6.08,2.62,3.196,3.152
2024-04-29,0.0,5.869,0.0,5.988,0.0,6.081,3.232,3.718,3.2908
2024-05-06,0.0,5.779999999999999,0.0,5.93,0.0,6.056,3.8074,3.262,3.52
2024-05-13,0.0,5.727,0.0,5.893000000000001,-40.0,6.037,4.2824,3.982,3.7038
2024-05-20,0.0,5.712,0.0,5.864,0.0,6.007,3.821,3.872,4.176
2024-05-27,0.0,5.718999999999999,0.0,5.886,0.0,6.043,3.05,2.232,2.377
2024-06-03,0.0,5.698,0.0,5.904,0.0,6.046,3.8132,2.382,2.6
2024-06-11,0.0,5.667,0.0,5.908,0.0,6.039,3.472,2.512,2.493
