Date,ISIN,Maturity Date,91-day Rejection Rate,91-day Wair,182-day Rejection Rate,182-day Wair,364-day Rejection Rate,364-day Wair,91-day Volume awarded,182-day Volume awarded,364-day Volume awarded,91-day Tenders per tenor,182-day Tenders per tenor,364-day Tenders per Tenor,91-day Total offers,182-day Total Offers,364-day Total offers,91-day Bid-to-cover,182-day Bid-to-cover,364-day Bid-to-cover
2019-04-15,PIBL1218G220,2019-07-17,0,5.614,34.72,5.987,100,,4000,3264,0,9587.0,7819.0,7378.0,4000.0,5000.0,6000.0,2.39675,1.5638,1.2296666666666667
2019-04-22,PIBL1218G239,2019-07-24,0,5.608,38.019999999999996,5.9959999999999996,100,,4000,3099,0,10593.0,8349.0,7660.0,4000.0,5000.0,6000.0,2.64825,1.6698,1.2766666666666666
2019-04-29,PIBL1218H249,2019-07-31,0,5.563,0,5.978,33.166666666666664,6.085,4000,5000,4010,9850.0,10947.0,8460.0,4000.0,5000.0,6000.0,2.4625,2.1894,1.41
2019-05-06,PIBL1218H256,2019-08-07,0,5.438,0,5.825,0,5.976999999999999,4000,5000,6000,15724.0,14893.0,20565.0,4000.0,5000.0,6000.0,3.931,2.9786,3.4275
2019-05-14,PIBL1218H265,2019-08-14,0,5.389,0,5.768,0,5.936,4000,5000,6000,19850.0,15788.0,19010.0,4000.0,5000.0,6000.0,4.9625,3.1576,3.1683333333333334
2019-05-20,PIBL1218H274,2019-08-20,0,5.258,0,5.7,0,5.869,4000,5000,6000,16160.0,17938.0,16170.0,4000.0,5000.0,6000.0,4.04,3.5876,2.695
2019-05-27,PIBL1218H283,2019-08-28,0,5.1499999999999995,0,5.59,0,5.683,4000,5000,6000,10562.0,11418.0,25896.0,4000.0,5000.0,6000.0,2.6405,2.2836,4.316
2019-06-03,PIBL12181291,2019-09-05,0,4.992,0,5.4,0,5.498,4000,5000,6000,9220.0,15545.0,24825.0,4000.0,5000.0,6000.0,2.305,3.109,4.1375
2019-06-10,PIBL12181308,2019-09-11,0,4.555,0,4.923,0,5.069,4000,5000,6000,7800.0,20132.0,25928.0,4000.0,5000.0,6000.0,1.95,4.0264,4.3213333333333335
2019-06-17,PIBL1218I317,2019-09-18,0,4.453,0,4.856,0,5.050000000000001,4000,5000,6000,7450.0,17880.0,17734.0,4000.0,5000.0,6000.0,1.8625,3.576,2.9556666666666667
2019-06-25,PIBL0619C019,2019-09-25,0,4.385,0,4.723,0,4.986,4000,5000,6000,11140.0,16850.0,22016.0,4000.0,5000.0,6000.0,2.785,3.37,3.6693333333333333
