Date,ISIN,Maturity Date,91-day Rejection Rate,91-day Wair,182-day Rejection Rate,182-day Wair,364-day Rejection Rate,364-day Wair,91-day Volume awarded,182-day Volume awarded,364-day Volume awarded,91-day Tenders per tenor,182-day Tenders per tenor,364-day Tenders per Tenor,91-day Total offers,182-day Total Offers,364-day Total offers,91-day Bid-to-cover,182-day Bid-to-cover,364-day Bid-to-cover
2019-07-08,PIBL1218J343,2019-10-09,0,3.8830000000000005,0,4.238,0,4.736,4000,5000,6000,10370.0,19150.0,21010.0,4000.0,5000.0,6000.0,2.5925,3.83,3.5016666666666665
2019-07-22,PIBL1218J361,2019-10-23,0,3.769,0,4.1000000000000005,0,4.519,4000,5000,6000,12410.0,25660.0,36252.0,4000.0,5000.0,6000.0,3.1025,5.132,6.042
2019-08-05,PIBL1218K387,2019-11-06,0,3.398,0,3.6769999999999996,0,3.898,4000,5000,6000,13352.0,27629.0,46149.0,4000.0,5000.0,6000.0,3.338,5.5258,7.6915
2019-08-19,PIBL1218K403,2019-11-20,0,3.254,0,3.4709999999999996,0,3.636,4000,5000,6000,10760.0,14110.0,20885.0,4000.0,5000.0,6000.0,2.69,2.822,3.4808333333333334
2019-09-02,PIBL1218L420,2019-12-04,0,3.1489999999999996,0,3.4290000000000003,0,3.659,4000,5000,6000,11350.0,14620.0,14281.0,4000.0,5000.0,6000.0,2.8375,2.924,2.3801666666666668
2019-09-16,PIBL0619F025,2019-12-18,0,3.037,0,3.42,33.61666666666667,3.666,4000,5000,3983,11900.0,12750.0,10403.0,4000.0,5000.0,6000.0,2.975,2.55,1.7338333333333333
2019-10-07,PIBL1219A019,2020-01-08,0,2.995,0,3.1710000000000003,0,3.5770000000000004,8000,6000,6000,14650.0,12750.0,14276.0,8000.0,6000.0,6000.0,1.83125,2.125,2.3793333333333333
2019-10-21,PIBL1219A037,2020-01-22,100,2.995,0,3.174,0,3.576,0,6000,6000,21650.0,16410.0,21721.0,8000.0,6000.0,6000.0,2.70625,2.735,3.6201666666666665
2019-11-04,PIBL1219B054,2020-02-05,100,2.995,36.666666666666664,3.198,0,3.5130000000000003,0,3800,6000,8820.0,9850.0,17868.0,8000.0,6000.0,6000.0,1.1025,1.6416666666666666,2.978
2019-11-18,PIBL1219B072,2020-02-19,0,3.168,33.5,3.2489999999999997,0,3.501,8000,3990,6000,18450.0,12740.0,24930.0,8000.0,6000.0,6000.0,2.30625,2.1233333333333335,4.155
2019-12-02,PIBL0610I040,2020-03-04,0,3.1919999999999997,0,3.3480000000000003,0,3.4750000000000005,8000,6000,6000,10460.0,6827.0,23101.0,8000.0,6000.0,6000.0,1.3075,1.1378333333333333,3.8501666666666665
2020-01-06,PIBL1219D141,2020-04-08,0,3.179,0,3.435,11.200000000000001,3.624,6000,6000,7104,9967.0,8280.0,8554.0,6000.0,6000.0,8000.0,1.6611666666666667,1.38,1.06925
2020-01-14,PIBL0320A016,2020-04-15,0,3.328,19.166666666666668,3.5869999999999997,18.855218855218855,3.8960000000000004,6000,4850,6025,8994.0,6800.0,7425.0,6000.0,6000.0,8000.0,1.499,1.1333333333333333,0.928125
2020-01-20,PIBL0619J058,2020-04-22,0,3.39,49.666666666666664,3.6519999999999997,28.9375,3.971,6000,3020,5685,13927.0,8270.0,11305.0,6000.0,6000.0,8000.0,2.3211666666666666,1.3783333333333334,1.413125
2020-01-27,PIBL1219D178,2020-04-29,0,3.2969999999999997,0,3.5970000000000004,0,3.963,6000,6000,8000,18832.0,11995.0,13689.0,6000.0,6000.0,8000.0,3.1386666666666665,1.9991666666666668,1.711125
2020-02-03,PIBL1219E186,2020-05-06,0,3.1870000000000003,0,3.5229999999999997,0,3.964,6000,6000,8000,20947.0,15799.0,12522.0,6000.0,6000.0,8000.0,3.4911666666666665,2.633166666666667,1.56525
2020-02-10,PIBL1219E195,2020-02-13,0,3.115,0,3.4610000000000003,0,3.9079999999999995,6000,6000,8000,18405.0,16820.0,21080.0,6000.0,6000.0,8000.0,3.0675,2.8033333333333332,2.635
2020-02-17,PIBL1219E202,2020-05-20,0,3.072,0,3.42,0,3.836,6000,6000,8000,21798.0,20792.0,35755.0,6000.0,6000.0,8000.0,3.633,3.465333333333333,4.469375
2020-02-24,PIBL1219E211,2020-05-27,0,3.003,0,3.3649999999999998,0,3.787,6000,6000,8000,21596.0,21060.0,28210.0,6000.0,6000.0,8000.0,3.5993333333333335,3.51,3.52625
2020-03-02,PIBL1219F229,2020-06-03,0,3.013,0,3.324,-40.0,3.6839999999999997,6000,6000,11200,12813.0,14498.0,33060.0,6000.0,6000.0,8000.0,2.1355,2.416333333333333,4.1325
2020-03-09,PIBL1219F238,2020-06-10,0,3.024,0,3.312,0,3.588,6000,6000,8000,10150.0,12193.0,30680.0,6000.0,6000.0,8000.0,1.6916666666666667,2.0321666666666665,3.835
2020-03-16,PIBL1219F247,2020-06-17,100,,0,3.398,0,3.557,0,6000,8000,4970.0,11250.0,26060.0,6000.0,6000.0,8000.0,0.8283333333333334,1.875,3.2575
2020-03-23,PIBL1219F256,2020-06-24,100,,100,,100,,0,0,0,7530.0,4120.0,2850.0,6000.0,6000.0,8000.0,1.255,0.6866666666666666,0.35625
2020-03-30,PIBL0320D022,2020-07-01,100,,100,,100,,0,0,0,7600.0,4060.0,5550.0,10000.0,5000.0,5000.0,0.76,0.812,1.11
2020-04-06,PIBL1219G264,2020-07-08,0,3.4130000000000003,0,3.553,0,3.8449999999999998,10000,5000,5000,15950.0,10915.0,10810.0,10000.0,5000.0,5000.0,1.595,2.183,2.162
2020-04-13,PIBL0620A019,2020-07-15,0,3.4709999999999996,0,3.4090000000000003,0,3.685,10000,5000,5000,15480.0,16193.0,18976.0,10000.0,5000.0,5000.0,1.548,3.2386,3.7952
2020-04-20,PIBL1219G273,2020-07-22,0,3.113,0,3.2390000000000003,0,3.295,7000,7000,10000,33010.0,21125.0,25864.0,7000.0,7000.0,10000.0,4.715714285714285,3.017857142857143,2.5864
2020-04-27,PIBL0620A028,2020-07-29,0,2.617,0,2.831,0,3.0540000000000003,7000,7000,10000,29133.0,7000.0,34445.0,7000.0,7000.0,10000.0,4.1618571428571425,1.0,3.4445
2020-05-04,PIBL1219H281,2020-08-05,0,2.479,0,2.625,0,2.945,7000,7000,10000,24748.0,33410.0,41770.0,7000.0,7000.0,10000.0,3.5354285714285716,4.772857142857143,4.177
2020-05-11,PIBL0620B036,2020-08-12,0,2.2689999999999997,0,2.374,0,2.761,5000,7000,10000,22322.0,27321.0,10000.0,5000.0,7000.0,10000.0,4.4644,3.903,1.0
2020-05-18,PIBL1219H290,2020-08-19,0,2.09,0,2.193,0,2.653,7000,7000,10000,29434.0,33700.0,40771.0,7000.0,7000.0,10000.0,4.204857142857143,4.814285714285714,4.0771
2020-05-25,PIBL0620B045,2020-08-26,0,2.0580000000000003,0,2.114,0,2.508,5000,5000,14000,19900.0,20600.0,14000.0,5000.0,5000.0,14000.0,3.98,4.12,1.0
2020-06-01,PIBL1219I306,2019-09-02,0,2.046,0,2.118,0,2.42,7000,5000,14000,17350.0,15550.0,51095.0,7000.0,5000.0,14000.0,2.4785714285714286,3.11,3.649642857142857
2020-06-08,PIBL0620C053,2020-09-09,0,2.038,-40.0,2.099,0,2.378,7000,7000,14000,21751.0,19375.0,54900.0,7000.0,5000.0,14000.0,3.107285714285714,3.875,3.9214285714285713
2020-06-15,PIBL1219I315,2020-09-16,0,2.035,0,2.101,0,2.35,5000,5000,10000,20427.0,15615.0,45947.0,5000.0,5000.0,10000.0,4.0854,3.123,4.5947
2020-06-22,PIBL0320F020,2020-09-23,0,2.068,0,2.1590000000000003,0,2.408,5000,5000,10000,15904.0,11685.0,41283.0,5000.0,5000.0,10000.0,3.1808,2.337,4.1283
2020-06-29,PIBL0320G038,2020-09-30,0,1.746,0,1.892,0,1.9800000000000002,7000,5000,14000,28740.0,32173.0,70538.0,7000.0,5000.0,14000.0,4.105714285714286,6.4346,5.038428571428572
2020-07-06,PIBL1219J323,2020-10-07,0,1.649,0,1.7500000000000002,0,1.855,7000,7000,10000,32657.0,34574.0,49669.0,7000.0,7000.0,10000.0,4.665285714285714,4.9391428571428575,4.9669
2020-07-13,PIBL0620D098,2020-10-14,0,1.587,0,1.687,0,1.7819999999999998,5000,5000,10000,21065.0,27100.0,45809.0,5000.0,5000.0,10000.0,4.213,5.42,4.5809
2020-07-20,PIBL1219J332,2020-10-21,0,1.4540000000000002,0,1.625,0,1.77,5000,5000,10000,23414.0,18852.0,30201.0,5000.0,5000.0,10000.0,4.6828,3.7704,3.0201
2020-07-27,PIBL0620D114,2020-10-28,0,1.335,0,1.6049999999999998,0,1.7579999999999998,5000,5000,10000,21791.0,16650.0,25957.0,5000.0,5000.0,10000.0,4.3582,3.33,2.5957
2020-08-03,PIBL1219K358,2020-11-04,0,1.221,0,1.4540000000000002,0,1.7489999999999999,5000,5000,10000,25510.0,23585.0,27310.0,5000.0,5000.0,10000.0,5.102,4.717,2.731
2020-08-10,PIBL0320H046,2020-11-11,0,1.113,0,1.3860000000000001,0,1.746,5000,5000,10000,16935.0,17078.0,26285.0,5000.0,5000.0,10000.0,3.387,3.4156,2.6285
2020-08-17,PIBL1219K358,2020-11-18,0,1.118,0,1.388,0,1.745,5000,5000,10000,17542.0,15020.0,30744.0,5000.0,5000.0,10000.0,3.5084,3.004,3.0744
2020-08-24,PIBL0620E131,2020-11-25,0,1.131,0,1.407,0,1.7510000000000001,5000,5000,10000,12178.0,11661.0,26438.0,5000.0,5000.0,10000.0,2.4356,2.3322,2.6438
2020-08-31,PIBL1219L375,2020-12-02,0,1.18,0,1.421,0,1.788,5000,5000,10000,15213.0,15263.0,25260.0,5000.0,5000.0,10000.0,3.0426,3.0526,2.526
2020-09-07,PIBL0620F149,2020-12-09,0,1.167,0,1.518,0,1.807,5000,5000,10000,19028.0,11008.0,26651.0,5000.0,5000.0,10000.0,3.8056,2.2016,2.6651
2020-09-14,PIBL0620F158,2020-12-16,0,1.15,0,1.5890000000000002,100,,7000,5000,0,26313.0,13134.0,14705.0,7000.0,5000.0,10000.0,3.759,2.6268,1.4705
2020-09-21,PIBL0620F167,2020-12-23,0,1.1560000000000001,0,1.6150000000000002,0,1.8499999999999999,5000,5000,10000,26931.0,14007.0,31961.0,5000.0,5000.0,10000.0,5.3862,2.8014,3.1961
2020-09-28,PIBL0620G175,2020-12-29,0,1.121,0,1.601,0,1.8579999999999999,7000,5000,10000,26580.0,15683.0,29678.0,7000.0,5000.0,10000.0,3.797142857142857,3.1366,2.9678
2020-10-05,PIBL1220A017,2021-01-06,0,1.1159999999999999,0,1.6,0,1.7999999999999998,7000,5000,10000,25235.0,29164.0,44459.0,7000.0,5000.0,10000.0,3.605,5.8328,4.4459
2020-10-12,PIBL1220A026,2021-01-13,0,1.088,0,1.598,0,1.7930000000000001,5000,5000,10000,20910.0,24286.0,34712.0,5000.0,5000.0,10000.0,4.182,4.8572,3.4712
2020-10-19,PIBL1220A035,2021-01-20,0,1.086,0,1.5970000000000002,0,1.7930000000000001,5000,5000,10000,21870.0,21632.0,25460.0,5000.0,5000.0,10000.0,4.374,4.3264,2.546
2020-10-26,PIBL1220A044,2021-01-27,0,1.079,0,1.543,0,1.791,5000,5000,10000,23440.0,27576.0,30809.0,5000.0,5000.0,10000.0,4.688,5.5152,3.0809
2020-11-02,PIBL1220B052,2021-02-03,0,1.058,0,1.4989999999999999,0,1.7590000000000001,5000,7000,10000,24987.0,31120.0,40620.0,5000.0,7000.0,10000.0,4.9974,4.445714285714286,4.062
2020-11-09,PIBL1220B061,2021-02-10,0,1.024,0,1.4529999999999998,0,1.745,7000,7000,10000,33058.0,37548.0,41495.0,7000.0,7000.0,10000.0,4.722571428571428,5.364,4.1495
2020-11-16,PIBL1220B070,2021-02-17,0,1.019,0,1.443,0,1.745,7000,5000,10000,24631.0,22246.0,33530.0,7000.0,5000.0,10000.0,3.5187142857142857,4.4492,3.353
2020-11-23,PIBL1220B089,2021-02-24,0,0.9860000000000001,0,1.385,0,1.695,5000,5000,10000,18850.0,20800.0,33770.0,5000.0,5000.0,10000.0,3.77,4.16,3.377
2020-11-30,PIBL1220C097,2021-03-03,0,1.006,0,1.3860000000000001,0,1.693,5000,5000,10000,19321.0,20410.0,36175.0,5000.0,5000.0,10000.0,3.8642,4.082,3.6175
2020-12-07,PIBL1220C104,2021-03-10,0,1.015,0,1.399,0,1.695,5000,5000,10000,17110.0,15583.0,42097.0,5000.0,5000.0,10000.0,3.422,3.1166,4.2097
2020-12-14,PIBL1220C113,2021-03-17,0,1.022,0,1.4000000000000001,0,1.686,5000,5000,10000,16218.0,14840.0,44943.0,5000.0,5000.0,10000.0,3.2436,2.968,4.4943
2021-01-04,PIBL1220D149,2021-04-07,0,0.987,0,1.369,0,1.614,7000,7000,10000,19413.0,21170.0,43055.0,7000.0,7000.0,10000.0,2.773285714285714,3.0242857142857145,4.3055
2021-01-11,PIBL1220D158,2021-04-14,0,0.9769999999999999,0,1.3599999999999999,0,1.6049999999999998,5000,7000,10000,21450.0,22220.0,43045.0,5000.0,7000.0,10000.0,4.29,3.1742857142857144,4.3045
2021-01-18,PIBL1220D167,2021-04-21,0,0.984,0,1.348,0,1.582,5000,7000,10000,17760.0,24296.0,45055.0,5000.0,7000.0,10000.0,3.552,3.4708571428571426,4.5055
2021-01-25,PIBL1220D176,2021-04-28,0,0.9690000000000001,0,1.323,0,1.542,5000,7000,10000,17330.0,31527.0,63355.0,5000.0,7000.0,10000.0,3.466,4.503857142857143,6.3355
2021-02-01,PIBL1220E184,2021-05-05,0,0.9169999999999999,0,1.21,0,1.492,7000,7000,10000,19560.0,33456.0,50630.0,7000.0,7000.0,10000.0,2.7942857142857145,4.779428571428571,5.063
2021-02-08,PIBL1220E193,2021-05-12,0,0.8460000000000001,0,1.094,0,1.4460000000000002,7000,7000,10000,7000.0,29834.0,43915.0,7000.0,7000.0,10000.0,1.0,4.262,4.3915
2021-02-15,PIBL1220E200,2021-05-19,0,0.845,0,1.046,0,1.4160000000000001,7000,7000,10000,17450.0,30050.0,41110.0,7000.0,7000.0,10000.0,2.492857142857143,4.292857142857143,4.111
2021-02-22,PIBL1220E219,2021-05-26,0,0.8750000000000001,0,1.0670000000000002,0,1.5270000000000001,5000,5000,10000,12613.0,13127.0,24311.0,5000.0,5000.0,10000.0,2.5226,2.6254,2.4311
2021-03-01,PIBL1220F227,2021-06-02,0,1.04,0,1.226,0,1.68,5000,5000,10000,7595.0,8462.0,24995.0,5000.0,5000.0,10000.0,1.519,1.6924,2.4995
2021-03-08,PIBL1220F236,2021-06-09,0,1.139,0,1.316,0,1.8519999999999999,5000,5000,10000,14467.0,10915.0,18620.0,5000.0,5000.0,10000.0,2.8934,2.183,1.862
2021-03-15,PIBL1220F245,2021-06-16,0,1.232,0,1.5270000000000001,0,1.9900000000000002,5000,5000,10000,13458.0,8632.0,20340.0,5000.0,5000.0,10000.0,2.6916,1.7264,2.034
2021-03-22,PIBL1220F254,2021-06-23,0,1.336,0,1.718,0,1.997,5000,5000,10000,12572.0,22638.0,28798.0,5000.0,5000.0,10000.0,2.5144,4.5276,2.8798
2021-03-29,PIBL1220G262,2021-06-30,0,1.269,0,1.609,0,1.8950000000000002,7000,7000,10000,22357.0,21507.0,35466.0,7000.0,7000.0,10000.0,3.193857142857143,3.0724285714285715,3.5466
2021-04-05,PIBL1220G271,2021-07-07,0,1.295,0,1.646,0,1.9120000000000001,5000,8000,12000,12650.0,16712.0,38126.0,5000.0,8000.0,12000.0,2.53,2.089,3.1771666666666665
2021-04-12,PIBL1220G280,2021-07-14,0,1.325,0,1.695,0,1.9029999999999998,5000,8000,12000,11032.0,15846.0,27865.0,5000.0,8000.0,12000.0,2.2064,1.98075,2.3220833333333335
2021-04-19,PIBL1220G299,2021-07-21,0,1.349,0,1.7129999999999999,0,1.884,5000,8000,12000,14850.0,21602.0,35200.0,5000.0,8000.0,12000.0,2.97,2.70025,2.933333333333333
2021-04-26,PIBL1220G306,2021-07-28,0,1.369,0,1.714,0,1.8800000000000001,5000,8000,12000,15375.0,26245.0,29976.0,5000.0,8000.0,12000.0,3.075,3.280625,2.498
2021-05-03,PIBL1220H314,2021-08-04,0,1.306,-40.0,1.629,0,1.863,5000,11200,12000,18100.0,38075.0,37865.0,5000.0,8000.0,12000.0,3.62,4.759375,3.1554166666666665
2021-05-10,PIBL1220H323,2021-08-11,-40.0,1.278,-40.0,1.549,0,1.8290000000000002,7000,11200,12000,23172.0,31431.0,42636.0,5000.0,8000.0,12000.0,4.6344,3.928875,3.553
2021-05-17,PIBL1220H332,2021-08-18,0,1.27,-40.0,1.54,0,1.81,5000,11200,12000,15355.0,25109.0,41630.0,5000.0,8000.0,12000.0,3.071,3.138625,3.4691666666666667
2021-05-24,PIBL1220H341,2021-08-25,0,1.269,0,1.541,0,1.796,5000,8000,12000,16961.0,20288.0,38595.0,5000.0,8000.0,12000.0,3.3922,2.536,3.21625
2021-05-31,PIBL1220I359,2021-09-01,-40.0,1.2349999999999999,-40.0,1.472,-40.0,1.7229999999999999,7000,7000,7000,22150.0,27410.0,37613.0,5000.0,5000.0,5000.0,4.43,5.482,7.5226
2021-06-07,PIBL1220I368,2021-09-08,-40.0,1.176,-40.0,1.422,-40.0,1.649,7000,7000,7000,26359.0,28860.0,37300.0,5000.0,5000.0,5000.0,5.2718,5.772,7.46
2021-06-14,PIBL0621C015,2021-09-15,-40.0,1.118,0,1.3719999999999999,-40.0,1.577,7000,5000,7000,28229.0,34037.0,38030.0,5000.0,5000.0,5000.0,5.6458,6.8074,7.606
2021-06-21,PIBL1220I386,2021-06-22,0,1.078,0,1.348,0,1.5630000000000002,5000,5000,7000,15750.0,18967.0,24347.0,5000.0,5000.0,7000.0,3.15,3.7934,3.478142857142857
2021-06-28,PIBL1220I395,2021-09-29,0,1.031,0,1.332,0,1.562,5000,5000,5000,19749.0,18427.0,15390.0,5000.0,5000.0,5000.0,3.9498,3.6854,3.078
2021-07-05,PIBL1220J401,2021-10-06,0,1.044,0,1.351,0,1.568,5000,5000,5000,16550.0,16112.0,16661.0,5000.0,5000.0,5000.0,3.31,3.2224,3.3322
2021-07-12,PIBL1220J410,2021-10-13,0,1.068,0,1.384,0,1.593,5000,5000,5000,14700.0,14798.0,12590.0,5000.0,5000.0,5000.0,2.94,2.9596,2.518
2021-07-19,PIBL1220J429,2021-10-20,0,1.082,0,1.082,0,1.629,5000,5000,5000,17045.0,15880.0,12815.0,5000.0,5000.0,5000.0,3.409,3.176,2.563
2021-07-26,PIBL1220J438,2021-10-27,0,1.05,0,1.407,0,1.638,5000,5000,5000,18327.0,13750.0,10950.0,5000.0,5000.0,5000.0,3.6654,2.75,2.19
2021-08-02,PIBL1220K445,2021-11-03,0,1.053,0,1.401,0,1.6320000000000001,5000,5000,5000,16252.0,19480.0,15032.0,5000.0,5000.0,5000.0,3.2504,3.896,3.0064
2021-08-09,PIBL1220K454,2021-11-10,0,1.064,0,1.407,0,1.625,5000,5000,5000,17200.0,17210.0,20445.0,5000.0,5000.0,5000.0,3.44,3.442,4.089
2021-08-16,PIBL1220K463,2021-11-17,0,1.0659999999999998,0,1.407,0,1.617,5000,5000,5000,17471.0,18480.0,17325.0,5000.0,5000.0,5000.0,3.4942,3.696,3.465
2021-08-23,PIBL1220K472,2021-11-24,0,1.077,0,1.4080000000000001,0,1.6119999999999999,5000,5000,5000,14606.0,19021.0,17240.0,5000.0,5000.0,5000.0,2.9212,3.8042,3.448
2021-08-31,PIBL1220L480,2021-12-01,0,1.077,0,1.405,0,1.616,5000,5000,5000,15584.0,22646.0,16955.0,5000.0,5000.0,5000.0,3.1168,4.5292,3.391
2021-09-06,PIBL1220L499,2021-12-07,0,1.078,0,1.405,0,1.609,5000,5000,5000,14384.0,21340.0,21185.0,5000.0,5000.0,5000.0,2.8768,4.268,4.237
2021-09-13,PIBL1220L505,2021-12-15,0,1.079,0,1.402,0,1.6039999999999999,5000,5000,5000,17645.0,25312.0,20316.0,5000.0,5000.0,5000.0,3.529,5.0624,4.0632
2021-09-20,PIBL0621F021,2021-12-22,0,1.0699999999999998,0,1.389,0,1.5970000000000002,5000,5000,5000,21620.0,26470.0,24420.0,5000.0,5000.0,5000.0,4.324,5.294,4.884
2021-09-27,PIBL0621F030,2021-12-20,0,1.06,0,1.385,-40.0,1.582,5000,5000,7000,17240.0,21505.0,25120.0,5000.0,5000.0,5000.0,3.448,4.301,5.024
2021-10-04,PIBL1221A015,2021-01-05,0,1.085,0,1.391,0,1.584,5000,5000,5000,13013.0,22418.0,20925.0,5000.0,5000.0,5000.0,2.6026,4.4836,4.185
2021-10-11,PIBL1221A024,2022-01-12,0,1.095,0,1.391,0,1.587,5000,5000,5000,11370.0,18364.0,16860.0,5000.0,5000.0,5000.0,2.274,3.6728,3.372
2021-10-18,PIBL1221A033,2022-01-19,0,1.113,0,1.39,0,1.6039999999999999,5000,5000,5000,8680.0,16868.0,10540.0,5000.0,5000.0,5000.0,1.736,3.3736,2.108
2021-10-25,PIBL1221A042,2022-01-26,0,1.119,0,1.387,0,1.606,5000,5000,5000,9300.0,14201.0,11220.0,5000.0,5000.0,5000.0,1.86,2.8402,2.244
2021-11-02,PIBL1221B050,2022-02-02,0,1.13,0,1.395,0,1.6129999999999998,5000,5000,5000,13081.0,14936.0,13760.0,5000.0,5000.0,5000.0,2.6162,2.9872,2.752
2021-11-08,PIBL1221B069,2022-02-09,0,1.143,0,1.401,0,1.616,5000,5000,5000,14531.0,15260.0,12725.0,5000.0,5000.0,5000.0,2.9062,3.052,2.545
2021-11-15,PIBL1221B078,2022-02-16,0,1.15,0,1.413,0,1.6209999999999998,5000,5000,5000,11340.0,13070.0,13580.0,5000.0,5000.0,5000.0,2.268,2.614,2.716
2021-11-22,PIBL1221B087,2022-02-23,0,1.1780000000000002,0,1.443,0,1.628,5000,5000,5000,8782.0,10860.0,14120.0,5000.0,5000.0,5000.0,1.7564,2.172,2.824
2021-11-29,PIBL1221C095,2022-12-01,0,1.164,0,1.4489999999999998,0,1.636,2000,3000,5000,11318.0,13983.0,12350.0,2000.0,3000.0,5000.0,5.659,4.661,2.47
2021-12-06,PIBL1221C102,2021-03-09,0,1.155,0,1.443,0,1.643,2000,3000,5000,13300.0,16012.0,11973.0,2000.0,3000.0,5000.0,6.65,5.3373333333333335,2.3946
2021-12-14,PIBL1221C111,2021-03-09,0,1.125,0,1.428,0,1.649,2000,3000,5000,16757.0,19360.0,16641.0,2000.0,3000.0,5000.0,8.3785,6.453333333333333,3.3282
2022-01-03,PIBL1221D147,2022-04-06,0,1.075,0,1.269,0,1.6,5000,5000,5000,24144.0,24320.0,22589.0,5000.0,5000.0,5000.0,4.8288,4.864,4.5178
2022-01-10,PIBL1221D156,2022-04-13,0,0.9690000000000001,0,1.121,0,1.468,5000,5000,5000,23702.0,24980.0,24900.0,5000.0,5000.0,5000.0,4.7404,4.996,4.98
2022-01-17,PIBL1221D165,2022-04-20,0,0.8750000000000001,0,1.097,0,1.415,5000,5000,5000,27499.0,26376.0,23800.0,5000.0,5000.0,5000.0,5.4998,5.2752,4.76
2022-01-24,PIBL1221D174,2022-04-27,0,0.6930000000000001,0,1.077,0,1.41,5000,5000,5000,27976.0,27857.0,20532.0,5000.0,5000.0,5000.0,5.5952,5.5714,4.1064
2022-01-31,PIBL1221E182,2022-05-04,0,0.6910000000000001,0,1.023,0,1.4080000000000001,5000,5000,5000,17202.0,24000.0,18569.0,5000.0,5000.0,5000.0,3.4404,4.8,3.7138
2022-02-07,PIBL1221E191,2022-05-11,0,0.7100000000000001,0,1.022,0,1.4080000000000001,5000,5000,5000,14730.0,21460.0,17560.0,5000.0,5000.0,5000.0,2.946,4.292,3.512
2022-02-14,PIBL1221E208,2022-05-18,0,0.8099999999999999,0,1.0659999999999998,0,1.4749999999999999,5000,5000,5000,13570.0,14790.0,12874.0,5000.0,5000.0,5000.0,2.714,2.958,2.5748
2022-02-21,PIBL1221E217,2022-05-25,0,0.899,0,1.157,0,1.568,5000,5000,5000,13314.0,11490.0,11118.0,5000.0,5000.0,5000.0,2.6628,2.298,2.2236
2022-02-28,PIBL1221F225,2022-06-01,100,,100,,100,,0,0,0,6070.0,5652.0,6820.0,5000.0,5000.0,5000.0,1.214,1.1304,1.364
2022-03-07,PIBL1221F234,2022-06-08,100,,100,,100,,0,0,0,7610.0,6459.0,7165.0,5000.0,5000.0,5000.0,1.522,1.2918,1.433
2022-03-14,PIBL1221F243,2022-06-15,39.26,1.3050000000000002,40.0,1.458,38.0,1.7340000000000002,3037,3000,3100,8959.0,7220.0,7170.0,5000.0,5000.0,5000.0,1.7918,1.444,1.434
2022-03-21,PIBL1221F252,2022-06-22,2.68,1.536,0,1.6070000000000002,19.400000000000002,1.7919999999999998,4866,5000,4030,9474.0,8740.0,7700.0,5000.0,5000.0,5000.0,1.8948,1.748,1.54
2022-03-28,PIBL1221F261,2022-06-29,0,1.587,0,,100,0,5000,5000,0,17802.0,9400.0,8602.0,5000.0,5000.0,5000.0,3.5604,1.88,1.7204
2022-04-04,PIBL1221G279,2022-07-06,0,1.38,0,1.781,0,1.883,5000,5000,5000,29350.0,14170.0,11072.0,5000.0,5000.0,5000.0,5.87,2.834,2.2144
2022-04-11,PIBL1221G288,2022-07-13,0,1.25,-40.0,1.555,0,1.857,5000,7000,5000,32734.0,27500.0,11020.0,5000.0,5000.0,5000.0,6.5468,5.5,2.204
2022-04-18,PIBL1221G297,2022-07-20,-40.0,1.2229999999999999,0,1.568,0,1.8769999999999998,7000,5000,5000,26230.0,15850.0,11954.0,5000.0,5000.0,5000.0,5.246,3.17,2.3908
2022-04-25,PIBL1221G304,2022-07-27,0,1.1400000000000001,0,1.558,0,1.9009999999999998,5000,5000,5000,17200.0,13440.0,5000.0,5000.0,5000.0,5000.0,3.44,2.688,1.0
2022-05-02,PIBL1221H312,2022-08-03,0,1.272,0,1.635,43.35573379579449,1.933,5000,5000,2613,10536.0,8582.0,4613.0,5000.0,5000.0,5000.0,2.1072,1.7164,0.9226
2022-05-10,PIBL1221H321,2022-08-10,0,1.5310000000000001,100,0,100,0,5000,0,0,9009.0,6400.0,4575.0,5000.0,5000.0,5000.0,1.8018,1.28,0.915
2022-05-16,PIBL1221H330,2022-08-17,100,,100,0,100,0,0,0,0,13304.0,7327.0,2900.0,5000.0,5000.0,5000.0,2.6608,1.4654,0.58
2022-05-23,PIBL1221H349,2022-08-24,0,1.675,30.0,1.892,100,0,5000,3500,0,21629.0,10596.0,4320.0,5000.0,5000.0,5000.0,4.3258,2.1192,0.864
2022-05-30,PIBL1221l357,2022-08-31,0,1.46,0,1.812,100,0,5000,5000,0,22341.0,14955.0,5580.0,5000.0,5000.0,5000.0,4.4682,2.991,1.116
2022-06-06,PIBL1221l366,2022-09-07,0,1.44,0,1.8339999999999999,21.52,2.297,5000,5000,3924,20790.0,15020.0,6844.0,5000.0,5000.0,5000.0,4.158,3.004,1.3688
2022-06-13,PIBL1221l375,2022-09-14,0,1.572,0,1.934,20.0,2.325,5000,5000,4000,12330.0,11350.0,6000.0,5000.0,5000.0,5000.0,2.466,2.27,1.2
2022-06-20,PIBL1221l384,2022-09-21,38.6,1.7590000000000001,0,2.1319999999999997,23.0,2.4539999999999997,3070,5000,3850,11285.0,5820.0,5500.0,5000.0,5000.0,5000.0,2.257,1.164,1.1
2022-06-27,PIBL1221l393,2022-09-28,0,1.855,21.0,2.4,0,2.63,5000,3950,5000,14926.0,5500.0,6750.0,5000.0,5000.0,5000.0,2.9852,1.1,1.35
2022-07-04,PIBL1221J409,2022-10-05,0,1.908,0,2.608,0,2.811,5000,5000,5000,18673.0,6376.0,7710.0,5000.0,5000.0,5000.0,3.7346,1.2752,1.542
